id,vec_0,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11,vec_12,vec_13,vec_14,vec_15,vec_16,vec_17,vec_18,vec_19,vec_20,vec_21,vec_22,vec_23,vec_24,vec_25,vec_26,vec_27,vec_28,vec_29,vec_30,vec_31,vec_32,vec_33,vec_34,vec_35,vec_36,vec_37,vec_38,vec_39
27383.0,0.07991369068622589,-0.20077624917030334,-0.19691011309623718,0.47444701194763184,0.42334628105163574,0.10936621576547623,0.29973089694976807,-0.36856555938720703,0.0902891531586647,-0.27014869451522827,-0.13287138938903809,-0.014138936065137386,-0.32904574275016785,0.18581780791282654,-0.6471365690231323,-0.5005530714988708,0.060981109738349915,0.26949751377105713,-0.4987194240093231,0.2796706259250641,-0.03168942779302597,-0.2840236723423004,0.024927666410803795,0.4115007221698761,-0.4120246469974518,-0.2990128695964813,-0.7989373207092285,-0.19918806850910187,0.07561156898736954,-0.12208643555641174,0.2362310290336609,0.008461350575089455,-0.218619242310524,0.031020743772387505,-0.4556550085544586,-0.2705926299095154,0.4641544222831726,-0.23309576511383057,0.19094905257225037,0.20264914631843567
110083.0,0.15932826697826385,-0.14800751209259033,-0.30905574560165405,0.12500834465026855,0.11012950539588928,-0.3410375416278839,-0.13576918840408325,-0.13811685144901276,-0.13032051920890808,-0.09388571232557297,0.12721092998981476,-0.33747491240501404,0.012979311868548393,-0.19966696202754974,0.02134661003947258,0.025811688974499702,0.39803269505500793,0.48688438534736633,-0.027044568210840225,-0.19065968692302704,0.003812759416177869,-0.1232449859380722,0.22713369131088257,-0.008666280657052994,-0.04645749554038048,0.04152273014187813,-0.14977435767650604,-0.19004523754119873,0.023851677775382996,-0.3001469075679779,0.3167167603969574,0.029901130124926567,0.23704203963279724,0.033121202141046524,-0.12864382565021515,-0.12723501026630402,0.15479736030101776,-0.4330602288246155,-0.2064635157585144,0.18590722978115082
140764.0,0.07247788459062576,0.04078054800629616,-0.4685627818107605,0.3969959020614624,0.09547765552997589,-0.18146973848342896,-0.1507461965084076,-0.2060495913028717,-0.5574780702590942,-0.07077779620885849,-0.036129627376794815,-0.27334389090538025,-0.4937087595462799,0.49802693724632263,-0.6673853993415833,-0.33071812987327576,0.7391324043273926,0.6562210917472839,-0.5417217016220093,0.1401112675666809,0.17567411065101624,0.2936883270740509,-0.01146993413567543,-0.11249572038650513,-0.45777836441993713,-0.5068358182907104,-0.6292688250541687,-0.261525958776474,-0.14299583435058594,-0.5943560004234314,0.6418888568878174,0.584270715713501,-0.3116720914840698,-0.7519818544387817,-0.42243319749832153,0.0758184865117073,0.4593958854675293,-0.7274149060249329,-0.47115179896354675,0.019762985408306122
100071.0,0.09817181527614594,-0.34064942598342896,-0.28220346570014954,0.2293185442686081,0.017188480123877525,-0.09250536561012268,-0.015195931307971478,-0.16669583320617676,-0.25123724341392517,0.05847849324345589,0.0031989063136279583,-0.18490102887153625,-0.33446574211120605,-0.16396518051624298,-0.18946923315525055,0.09640509635210037,0.3428790271282196,0.2874617576599121,-0.14836452901363373,-0.15152259171009064,0.021357102319598198,0.22569948434829712,-0.046862728893756866,0.10390116274356842,-0.016383349895477295,-0.38243192434310913,-0.1660623550415039,-0.016522277146577835,0.2321932315826416,-0.24235594272613525,0.4131864607334137,-0.06987182050943375,-0.19947220385074615,-0.1744512915611267,-0.25841617584228516,0.30981385707855225,0.25899600982666016,-0.19401969015598297,-0.2628755271434784,0.06750601530075073
2837.0,0.08593377470970154,-0.3318701684474945,-0.8213726282119751,0.09871403872966766,0.11718471348285675,-0.12290697544813156,-0.10634256154298782,-0.42926737666130066,-0.3879811763763428,-0.006027380470186472,-0.06308045238256454,-0.12332692742347717,-0.2529798746109009,-0.3362877666950226,-0.22489610314369202,-0.1241048201918602,0.41669636964797974,0.39071401953697205,-0.004025887697935104,-0.24928349256515503,0.1533280462026596,-0.05238483101129532,0.06673417240381241,0.40583333373069763,-0.13766056299209595,-0.16456733644008636,-0.04999861121177673,-0.38106706738471985,0.1751202642917633,-0.7364802360534668,0.5647439956665039,0.09353819489479065,-0.08719206601381302,-0.45805349946022034,0.056886591017246246,0.29865193367004395,0.2997809946537018,-0.31260359287261963,-0.22725768387317657,-0.05047415569424629
18231.0,0.026710331439971924,-0.29264360666275024,-0.6598823070526123,0.5910018682479858,0.47029197216033936,-0.20901969075202942,-0.18136674165725708,-0.35443195700645447,-0.2883386015892029,-0.44227108359336853,-0.053639966994524,-0.07942033559083939,-0.4693904519081116,-0.26811155676841736,-0.30602219700813293,-0.03438970074057579,0.21807901561260223,0.32974570989608765,-0.4642375111579895,-0.038035355508327484,0.29512012004852295,-0.25089043378829956,-0.036331724375486374,0.3173649311065674,-0.47992315888404846,-0.06940539926290512,-0.6172609329223633,-0.13588792085647583,0.17310939729213715,-0.20225146412849426,0.05307416990399361,-0.09112823009490967,-0.12149389833211899,-0.30366772413253784,-0.4117109775543213,-0.45380428433418274,0.438383549451828,-0.3783237338066101,-0.3632358908653259,0.005411582067608833
10714.0,-0.12495443224906921,-0.09139958769083023,-0.3346310257911682,0.14698578417301178,0.24125215411186218,-0.20984816551208496,0.1908988207578659,-0.2655392587184906,0.03274720907211304,-0.2865648865699768,0.12529979646205902,-0.1177140548825264,0.15954875946044922,-0.22602035105228424,-0.20994605123996735,-0.3499082326889038,0.4624519646167755,0.37170925736427307,-0.042319491505622864,-0.03404293209314346,0.010957222431898117,-0.062372803688049316,-0.17435619235038757,0.20793822407722473,0.3321836590766907,-0.14399170875549316,-0.2775580585002899,-0.2758328914642334,0.10958448797464371,-0.3169170618057251,0.5097049474716187,-0.07561645656824112,-0.12186180800199509,-0.12466060370206833,0.028809092938899994,0.06981053203344345,0.4861852824687958,0.13660472631454468,-0.09417277574539185,-0.24628576636314392
35177.0,0.14409732818603516,-0.240321084856987,-0.6383376121520996,0.3788454532623291,0.4319612979888916,-0.021682756021618843,-0.16938301920890808,-0.3912183344364166,-0.188219353556633,-0.15697073936462402,-0.18666040897369385,-0.09571969509124756,-0.28557026386260986,-0.08772894740104675,-0.3661017417907715,0.016627978533506393,0.1116766631603241,0.17874771356582642,-0.39735355973243713,0.12259448319673538,0.33748573064804077,-0.24471315741539001,-0.047217000275850296,0.1407809555530548,-0.14712290465831757,-0.15360043942928314,-0.1821644902229309,-0.6200916767120361,0.5757728219032288,-0.5255075693130493,0.4493212103843689,9.969854727387428e-05,0.01867600344121456,-0.31356704235076904,-0.1313103884458542,0.054842088371515274,0.30443641543388367,-0.15442612767219543,-0.17473338544368744,-0.053016629070043564
122177.0,0.24683770537376404,-0.3313060700893402,-0.8168880939483643,0.9216514825820923,0.6500964760780334,0.3106600344181061,0.1421765387058258,-0.01779555156826973,0.07081227004528046,-0.24073386192321777,-0.5729920268058777,0.11356964707374573,-0.3756844997406006,0.37781545519828796,-0.8680749535560608,-0.2559051215648651,0.49321094155311584,0.23683340847492218,-0.9516407251358032,0.3825261890888214,0.3585236370563507,-0.407519668340683,0.1221655011177063,0.36928364634513855,-0.7544578313827515,-0.5291168093681335,-1.2102317810058594,-0.4909800589084625,0.4252830743789673,-0.7412976026535034,0.7350079417228699,0.049008116126060486,-0.46263551712036133,-0.7672512531280518,-0.404041051864624,-0.17651382088661194,0.6104351878166199,-0.6447016596794128,-0.17599396407604218,0.22017556428909302
26723.0,0.5282202959060669,0.04523133859038353,-0.3516899347305298,0.08823954313993454,0.37605947256088257,0.059738580137491226,0.32222113013267517,-0.08867214620113373,0.28267836570739746,-0.061121322214603424,-0.2507059872150421,-0.04220157861709595,-0.5536649823188782,0.14551597833633423,-0.5519503355026245,0.06628219783306122,0.04801945760846138,-0.04875719174742699,0.13074611127376556,0.05353309214115143,0.24914002418518066,-0.04332122206687927,-0.12365882098674774,0.06044243648648262,-0.05334103852510452,-0.23025843501091003,-0.11113502085208893,-0.450625479221344,-0.03798301890492439,-0.022236226126551628,0.12858639657497406,0.08815918117761612,-0.35931098461151123,-0.2868024408817291,0.09878874570131302,-0.3313156068325043,0.20710106194019318,-0.03319940343499184,0.012103334069252014,0.2072812169790268
